PAPER_ID,GPTZERO,TITLE,DISCIPLINE,PAPER_TYPE,STUDENT_LEVEL,SEX,NATIVENESS,TEXTUAL_FEATURES
EDU.G1.03.1,H,Access to graduate education among women of color,Education,Research Paper,First Year Graduate,Female,NS,"Tables, graphs or figures,  Discussion of results section,  Definitions,  Problem-solution pattern,  Literature review section,  Reference to sources"
EDU.G1.05.1,H,International Student Adjustment ,Education,Research Paper,First Year Graduate,Female,NNS (L1: Korean),"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
EDU.G0.02.1,H,Lesson plan evaluation,Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.04.1,H,Observations from interview with math student,Education,Response Paper,Final Year Undergraduate,Female,NS,"Discussion of results section,  Reference to sources"
EDU.G0.06.2,H,Learning and Professional Growth,Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.14.1,H,Math methods final reflection,Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.16.1,H,Lesson reflection (class on cloud types),Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.20.1,HPAI/LP,1st grade teaching report,Education,Response Paper,Final Year Undergraduate,Male,NS, 
ENG.G0.02.1,H,The Vicar of Wakefield as a Failed Morality Story,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.03.1,SAI,HIV-AIDS Funding,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.03.2,H,William Faulkner's As I Lay Dying,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.04.1,H,The Absolute Necessity of College Level Writing Courses,English,Argumentative Essay,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.05.1,H,People or Property?,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.06.2,H,A (Solitary) Place For Fantasy in Reality,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.06.3,H,Human-Animal Nature in H.G. Wells and Edgar Allen Poe        ,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.07.1,HPAI/LP,Effects of digital age on children's literature,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.09.2,H,"Historical Places, Violent Spaces: ",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.11.1,H,Bloom & Martha: Are You Not Happy in Your Home?,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.12.1,H,Women in Beowulf,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.13.1,HPAI/LP,The Love Covenant,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.14.1,H,James Joyce: A Portrait of the Artist as a Young Man,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.15.1,H,Anna Karenina,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.17.1,H,The Grey Zone of Shame,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.18.1,H,Individuality and Isolation in Moll Flanders,English,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Mandarin Chinese),Reference to sources
ENG.G0.18.2,H,Frames and Resistance in Pride and Prejudice,English,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Mandarin Chinese),Reference to sources
ENG.G0.18.3,H,Satire and Morality in the Vicar of Wakefield,English,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Mandarin Chinese),Reference to sources
ENG.G0.18.4,H,The Space of Dreams in The Age of Innocence,English,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Mandarin Chinese),Reference to sources
ENG.G0.19.2,H,Paper on Invisible Man for an American Lit course,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.20.1,H,Autonomy in Robinson Crusoe,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.21.1,H,Elevated Language in Beowulf,English,Argumentative Essay,Final Year Undergraduate,Male,NS, 
ENG.G0.22.1,H,Autumnal Imagery in Austen's Persuasion,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.23.1,H,Milton's Relativism ,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.24.1,H,Contradiction and Religious Critique: The Pardoner in The Canterbury Tales,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.25.1,H,Sexualized Violence and Identity in Achy Obejas' Memory Mambo,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.26.2,H,Comparison of Hermia in A Midsummer Night's Dream and Jessica in TheMerchant of Venice,English,Argumentative Essay,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.27.1,H,The Representation of Jesus and Women in the Gospel of Mark,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.28.1,H,Bloom the Critic in Joyce's Ulysses,English,Argumentative Essay,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
ENG.G0.29.1,H,Good People Breaking Rules,English,Argumentative Essay,Final Year Undergraduate,Male,NS,"Definitions,  Reference to sources"
ENG.G0.32.1,H,"Slavery in ""Robinson Crusoe""",English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.34.1,H,The Law of Love,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.35.1,H,"""Less is More: Courtship in Twelfth Night""",English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.35.2,H,"""Andrew Marvell's Definition of Love""",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.37.1,H,The Last Paper I Ever Wrote in College,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.39.2,SAI,The Image of Mary,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.40.1,H,Deep Sleep And The Inability To Exist In Works of Fantasy,English,Argumentative Essay,Final Year Undergraduate,Male,NS, 
ENG.G0.41.1,H,Anti-Aristotelian Kane,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.41.3,H,Classical and Modern Representations in O'Neill,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.42.2,H,Sexuality in Ancient Greece,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.43.1,H,Margery Kempe's Self-Fashioning: Visioning Herself in God,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.44.1,H,Eve's Understanding of Natural Patriarchy in Paradise Lost,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.45.1,H,Charity in Sir Thornhill,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.46.1,H,"With Magic Comes Power: Exploring Marlowe's ""Doctor Faustus"" and Shakespeare's ""The Tempest""",English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.47.1,H,"Female Bonding in the Novel ""Roxana""",English,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Urdu),Reference to sources
ENG.G0.49.1,H,The Purgatory of the Postmodern,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.49.2,H,"The Officer, Solness, and the Dionysian Man",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.49.3,H,"This Man Loved Earth, Not Heaven, Enough to Die",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.51.1,H,Rejecting Colonial Memory,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.52.1,H,Deborah and the Degradation of Israel,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.53.1,H,Carwin and the Imp of the Perverse,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.55.1,H,Self Destruction in Kindred,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.55.2,H,Illustrations in Persepolis,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.58.1,H,My Reading of Chaucer,English,Argumentative Essay,Final Year Undergraduate,Male,NNS (L1: Chinese),"Literature review section,  Reference to sources"
ENG.G1.02.1,H,Seeing Selves in Troilus and Cressida,English,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
ENG.G1.03.1,H,Theorizing the Analysand Desire,English,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
ENG.G1.04.1,H,Sports Literacy and Rhetoric as Power,English,Argumentative Essay,First Year Graduate,Female,NS,"Definitions,  Reference to sources"
ENG.G1.05.1,H,Yeats and Spenser,English,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
ENG.G1.06.1,H,Intergenerational Trauma in Nora Okja Keller's Comfort Woman,English,Argumentative Essay,First Year Graduate,Male,NNS (L1: Tamil),Reference to sources
ENG.G2.01.1,H,Messianic Masochism in H. Rider Haggard,English,Argumentative Essay,Second Year Graduate,Male,NS, 
ENG.G2.02.1,H,Dramatic Adaptations: Jewish Identity and Narrative Form in The Island Within,English,Argumentative Essay,Second Year Graduate,Male,NS, 
ENG.G2.02.2,H,'City Troubles': Miss Lonelyhearts and the Publicized Privacy of Urban Space,English,Argumentative Essay,Second Year Graduate,Male,NS,Reference to sources
ENG.G2.03.1,H,Domesticity in Cold War Black Fiction on the Left,English,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
ENG.G2.04.1,H,Augusta Webster Paper,English,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
ENG.G3.04.1,H,Creative Multivalence: Social Engagement in Gwendolyn Brooks's 'Maud Martha',English,Argumentative Essay,Third Year Graduate,Female,NS,Reference to sources
ENG.G0.06.1,SAI,My Life Is Not a Movie Starring Michelle Pfeiffer or Hilary Swank,English,Creative Writing,Final Year Undergraduate,Female,NS, 
ENG.G0.26.1,H,Autoethnography,English,Creative Writing,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.38.3,H,Return to Suomi,English,Creative Writing,Final Year Undergraduate,Female,NS, 
ENG.G0.57.1,H,"Hire Me, You Know You Want To",English,Creative Writing,Final Year Undergraduate,Female,NNS (L1: Chinese), 
ENG.G0.30.1,H,SIgnificance of Menstruation in Joyce's Ulysses,English,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
ENG.G0.41.2,H,"Seasons, Ages, Cycles: All As You Like It",English,Critique/Evaluation,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.48.1,H,Creative Exercise in Style and Content,English,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G2.05.1,H,St. Alban and English Exemplarity,English,Critique/Evaluation,Second Year Graduate,Male,NS,Reference to sources
ENG.G3.03.1,H,Into the Light: Avedon's Images of Inmates,English,Critique/Evaluation,Third Year Graduate,Female,NS,Reference to sources
ENG.G0.01.1,H,Woolf's Women,English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.01.2,H,Douglas's Declaration,English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.10.1,H,Close Reading Paper: The Tempest (4.1.146-163),English,Report,Final Year Undergraduate,Male,NS, 
ENG.G0.13.2,H,Abraham Drafted to Team Galatians,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G0.16.1,HPAI/LP,Humans and Animals in the Book of Genesis,English,Report,Final Year Undergraduate,Male,NS,"Definitions,  Reference to sources"
ENG.G0.17.2,H,"Survival in Auschwitz: Irony, Reality, and Power",English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.19.1,H,A compare and contrast paper using two texts from a Science Fiction course,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G0.22.2,H,"Chaucer's ""The Franklin's Tale"" and Boccaccio's Il Filocolo",English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.31.1,H,"Cursed Inheritances in Go Down, Moses",English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.31.2,H,Jack Zipes and Fairy Tales,English,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.33.1,H,Limited Recovery: Trauma in Obejas' Cuban America,English,Report,Final Year Undergraduate,Male,NS, 
ENG.G0.34.2,HPAI/LP,The Words of Love Between Us: The Covenant in Hosea,English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.34.3,H,Names of God and Man,English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.36.1,H,Stephen's Deconstruction of Himself in Ulysses,English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.42.1,H,Perspectives on the English Revolution,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G0.43.2,H,Defining Wild Nature,English,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.50.1,H,Rosamond Vincy and the Real Sphere,English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.54.1,HPAI/LP,Analysis of T.C. Boyle's A Friend of the Earth,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G1.01.1,H,Clarissa Consumed,English,Report,First Year Graduate,Female,NS,Reference to sources
ENG.G1.07.1,H,Categorical Entanglement ,English,Report,First Year Graduate,Female,NS,Reference to sources
ENG.G2.06.1,H,Jews in the New York Harbor,English,Report,Second Year Graduate,Male,NS,"Literature review section,  Reference to sources"
ENG.G2.07.1,H,Pedagogical genres,English,Report,Second Year Graduate,Female,NS,Reference to sources
ENG.G0.38.1,H,Roman Polanski's Macbeth,English,Response Paper,Final Year Undergraduate,Female,NS, 
ENG.G0.38.2,H,Julie Taymor's Titus,English,Response Paper,Final Year Undergraduate,Female,NS, 
CLS.G0.02.1,H,Augustine Anatomized ,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
CLS.G0.04.2,H,Analysis of the Oresteia,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
CLS.G0.06.1,H,Analysis of the Parthenon Frieze,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS, 
CLS.G1.01.1,H,Plato and Hellenistic Poetics:  A Study of Narratological Framing,History & Classical Studies,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
CLS.G1.04.1,H,The Bellum Hispaniense as a Face of Battle Narrative,History & Classical Studies,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
CLS.G2.01.1,H,The Nightmare of Arcady,History & Classical Studies,Argumentative Essay,Second Year Graduate,Male,NS,Reference to sources
CLS.G2.02.1,H,Platonic Thought in Book I of Livy's Ab Urbe Condita,History & Classical Studies,Argumentative Essay,Second Year Graduate,Male,NS,Reference to sources
CLS.G3.01.1,H,"""Corpse Demons"" in Ancient Greek Magic",History & Classical Studies,Argumentative Essay,Third Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
HIS.G0.03.1,H,Smith and Malthus,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
HIS.G0.03.2,H,History as a Philosophic Domain,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
HIS.G0.04.1,H,'Arrowsmith' Book Report,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
HIS.G1.01.1,H,New Social History,History & Classical Studies,Argumentative Essay,First Year Graduate,Female,NS, 
HIS.G1.03.1,H,Sex Education in East and West Germany,History & Classical Studies,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
HIS.G1.04.1,H,Outsourcing History: On the Necessity of Stepping Out of the Archive,History & Classical Studies,Argumentative Essay,First Year Graduate,Female,NNS (L1: Hebrew),Reference to sources
HIS.G2.04.1,H,Chechen War Imaginary,History & Classical Studies,Argumentative Essay,Second Year Graduate,Male,NS,"Definitions,  Reference to sources"
HIS.G2.05.1,H,Medieval pilgrimage guides,History & Classical Studies,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
HIS.G1.05.2,H,Microhistory Review,History & Classical Studies,Critique/Evaluation,First Year Graduate,Female,NS,Reference to sources
HIS.G1.10.1,H,Orientalism and History,History & Classical Studies,Critique/Evaluation,First Year Graduate,Male,NNS (L1: Korean),Reference to sources
CLS.G0.01.1,H,Comparison of Persian and Assyrian Kings,History & Classical Studies,Report,Final Year Undergraduate,Female,NS,Reference to sources
CLS.G0.03.1,H,Regarding the Public Image of the Emperor Augustus,History & Classical Studies,Report,Final Year Undergraduate,Male,NS, 
CLS.G0.05.1,H,The Importance of Germanicus to the Roman Empire,History & Classical Studies,Report,Final Year Undergraduate,Female,NS, 
CLS.G1.02.1,H,"Academic Ambitions: Cicero, the Persona of the Philosopher, and Roman Elite Status",History & Classical Studies,Report,First Year Graduate,Male,NS,Reference to sources
CLS.G1.03.1,H,"The Role of Roman manus Marriage in the Institution of Classical ""Free"" Marriage",History & Classical Studies,Report,First Year Graduate,Female,NS,Reference to sources
HIS.G0.01.1,H,Unless the Lord Build the House,History & Classical Studies,Report,Final Year Undergraduate,Male,NS, 
HIS.G0.02.1,H,Early 20th century Britain,History & Classical Studies,Report,Final Year Undergraduate,Female,NS,Reference to sources
HIS.G0.02.2,H,Engaging with Documents,History & Classical Studies,Report,Final Year Undergraduate,Female,NS,Reference to sources
HIS.G1.02.1,H,Joan Scott's 'Gender' in 2007,History & Classical Studies,Report,First Year Graduate,Female,NS, 
HIS.G1.05.1,H,Trickster Travels Review,History & Classical Studies,Report,First Year Graduate,Female,NS,Reference to sources
HIS.G1.06.1,H,Review of Jon T. Coleman's Vicious,History & Classical Studies,Report,First Year Graduate,Female,NS, 
HIS.G1.07.1,H,Marxist Historical Analysis,History & Classical Studies,Report,First Year Graduate,Male,NS,Reference to sources
HIS.G1.07.2,H,Capitalism as a Historical Agent,History & Classical Studies,Report,First Year Graduate,Male,NS, 
HIS.G1.08.1,H,Diaspora and Nation,History & Classical Studies,Report,First Year Graduate,Male,NS,"Literature review section,  Reference to sources"
HIS.G1.09.1,H,A Battle to Remember? Arrian's Ectaxis contra Alanos,History & Classical Studies,Report,First Year Graduate,Male,NS,"Literature review section,  Reference to sources"
HIS.G2.01.1,H,"Crime, Criminal Justice Policy and Space",History & Classical Studies,Report,Second Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
HIS.G2.02.1,H,Whiteness Studies in Labor History,History & Classical Studies,Report,Second Year Graduate,Male,NS,Reference to sources
HIS.G2.03.2,H,Black Women and Performance book review,History & Classical Studies,Report,Second Year Graduate,Female,NS,Reference to sources
HIS.G3.01.1,H,A Gendered Reading of B.R. Ambedkar's Writings and Speeches,History & Classical Studies,Report,Third Year Graduate,Female,NS,Reference to sources
HIS.G3.02.1,H,Technology in the Indian Ocean,History & Classical Studies,Report,Third Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
CLS.G0.04.1,H,Circe's portrayal as a witch in the Odyssey ,History & Classical Studies,Response Paper,Final Year Undergraduate,Female,NS, 
HIS.G2.03.1,H,Black feminism response paper,History & Classical Studies,Response Paper,Second Year Graduate,Female,NS, 
IOE.G2.02.2,H,Convergence of Simulation-Based Policy Iteration,Industrial & Operations Engineering,Argumentative Essay,Second Year Graduate,Male,NS, 
IOE.G0.03.1,H,Molding Temperature Analysis for Liquid Rubber Supplier ,Industrial & Operations Engineering,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Problem-solution pattern,  Tables, graphs or figures"
IOE.G0.03.2,H,Assembly Tolerance Analysis for BBM ,Industrial & Operations Engineering,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Discussion of results section,  Methodology section,  Problem-solution pattern,  Tables, graphs or figures"
IOE.G0.09.1,H,Final Report of E-Dining's New Shipping/Packing Process and Retail Store Layout,Industrial & Operations Engineering,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Tables, graphs or figures"
IOE.G1.02.3,H,Hand Grip Force and Coefficient of Friction with Different Materials and Conditions,Industrial & Operations Engineering,Critique/Evaluation,First Year Graduate,Female,NNS (L1: Korean),"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Literature review section,  Reference to sources"
IOE.G2.01.3,H,Managing Change,Industrial & Operations Engineering,Critique/Evaluation,Second Year Graduate,Male,NS,Reference to sources
IOE.G2.04.2,H,Memo - Project Debriefing,Industrial & Operations Engineering,Critique/Evaluation,Second Year Graduate,Female,NS,Discussion of results section
IOE.G0.01.1,H,Improving Process Flow in The Oasis and Integrating a New Deli,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section"
IOE.G0.04.1,H,Final Report for the Emergency Department Front End Study to Improve Patient Privacy and Patient and Visitor Flow,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
IOE.G0.08.1,H,E-Dining Expansion Project Proposal,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Male,NS,Problem-solution pattern
IOE.G0.11.1,H,Improving Tuttle Springs Operations,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Female,NS, 
IOE.G0.12.2,H,Change of Layout and Processes in the Midville Academy Cafeteria,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Female,NNS (L1: Bahasa Indonesia), 
IOE.G0.06.1,H,External Analysis of the National Society of Black Engineers,Industrial & Operations Engineering,Report,Final Year Undergraduate,Male,NS,"Tables, graphs or figures"
IOE.G0.07.1,H,Honda Facility Location Analysis,Industrial & Operations Engineering,Report,Final Year Undergraduate,Male,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G0.12.1,H,"Choosing between paper towels, cloth toweling rolls and hot air dryers for drying hands",Industrial & Operations Engineering,Report,Final Year Undergraduate,Female,NNS (L1: Bahasa Indonesia),"Discussion of results section,  Tables, graphs or figures"
IOE.G0.13.1,H,Developing a Student Transportation Plan in Downtown Detroit,Industrial & Operations Engineering,Report,Final Year Undergraduate,Male,NS,"Tables, graphs or figures"
IOE.G1.03.1,H,Changing the Game: Representing Innovation Through Football,Industrial & Operations Engineering,Report,First Year Graduate,Male,NS,Reference to sources
IOE.G1.04.1,H,A Failed Design or Designed To Fail?,Industrial & Operations Engineering,Report,First Year Graduate,Female,NNS (L1: Marathi),"Tables, graphs or figures,  Reference to sources"
IOE.G1.05.1,H,Complexity Theory: Simplifying Life for Organizational Theorists,Industrial & Operations Engineering,Report,First Year Graduate,Male,NNS (L1: Teluga),"Definitions,  Tables, graphs or figures,  Reference to sources"
IOE.G1.05.2,H,To Best or Not to Best,Industrial & Operations Engineering,Report,First Year Graduate,Male,NNS (L1: Teluga),Reference to sources
IOE.G1.06.1,H,Organizations as Brains: An Information Processing View - An Analysis of the Challenger Disaster,Industrial & Operations Engineering,Report,First Year Graduate,Female,NNS (L1: Chinese),Reference to sources
IOE.G1.09.1,H,Imagen Healthcare Inventory Sharing Plan,Industrial & Operations Engineering,Report,First Year Graduate,Male,NNS (L1: Hindi),"Methodology section,  Discussion of results section,  Tables, graphs or figures"
IOE.G1.10.2,H,Core and Non Core Processes,Industrial & Operations Engineering,Report,First Year Graduate,Male,NNS (L1: Marathi),"Definitions,  Tables, graphs or figures"
IOE.G1.11.1,H,Revenue Sharing in the National Bossaball League in Tinland,Industrial & Operations Engineering,Report,First Year Graduate,Male,NNS (L1: Tamil),"Problem-solution pattern,  Discussion of results section,  Tables, graphs or figures"
IOE.G1.11.2,H,Factory flow benchmarking report,Industrial & Operations Engineering,Report,First Year Graduate,Male,NNS (L1: Tamil), 
IOE.G2.01.2,H,Organizations as Cultures ,Industrial & Operations Engineering,Report,Second Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
IOE.G2.02.1,H,"Review of Zheng: Optimality of (S,s) Policies",Industrial & Operations Engineering,Report,Second Year Graduate,Male,NS, 
IOE.G3.03.1,H,Policy Recommendations for Plug-In Hybrid Vehicles,Industrial & Operations Engineering,Report,Third Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Reference to sources"
IOE.G0.02.1,H,Speedometer Design Parameters,Industrial & Operations Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern"
IOE.G0.05.1,HPAI/LP,The Importance of Anthropometric Data in Product Design,Industrial & Operations Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Definitions,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G0.10.1,H,Rubberland Liquid Rubber Failure Analysis,Industrial & Operations Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
IOE.G1.01.1,H,Work Methods Analysis for Bagel Preparation ,Industrial & Operations Engineering,Research Paper,First Year Graduate,Male,NS,"Tables, graphs or figures,  Methodology section,  Problem-solution pattern,  Discussion of results section"
IOE.G1.02.2,H,Effect on Legibility of Surround Luminance and Background/Character Color,Industrial & Operations Engineering,Research Paper,First Year Graduate,Female,NNS (L1: Korean),"Tables, graphs or figures,  Methodology section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
IOE.G1.02.4,H,2D Static Biomechanical Computations,Industrial & Operations Engineering,Research Paper,First Year Graduate,Female,NNS (L1: Korean),"Methodology section,  Discussion of results section,  Tables, graphs or figures"
IOE.G1.07.1,H,Supplemental Orders Analysis for Materiel Services Center,Industrial & Operations Engineering,Research Paper,First Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G1.08.1,H,Investigation of MP3 Compression Quality,Industrial & Operations Engineering,Research Paper,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G2.01.1,H,Parameter Optimization of High-Fidelity Simulation Using DOE and Response Surface Methods,Industrial & Operations Engineering,Research Paper,Second Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G2.03.1,H,Large Scale Optimization Project,Industrial & Operations Engineering,Research Paper,Second Year Graduate,Female,NS,"Discussion of results section,  Problem-solution pattern,  Tables, graphs or figures"
IOE.G3.01.1,H,Water Utility Efficiency Assessment Using a Data Envelopment Analysis ,Industrial & Operations Engineering,Research Paper,Third Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
IOE.G1.02.1,H,Society of Automotive Engineers (SAE) Annual Congress Review,Industrial & Operations Engineering,Response Paper,First Year Graduate,Female,NNS (L1: Korean), 
IOE.G1.10.1,H,Acme Omega Case Study,Industrial & Operations Engineering,Response Paper,First Year Graduate,Male,NNS (L1: Marathi),"Tables, graphs or figures"
IOE.G2.02.3,H,Optimality of Randomized Trunk Reservation,Industrial & Operations Engineering,Response Paper,Second Year Graduate,Male,NS, 
LIN.G0.02.1,H,Individual Colonies: Dialect Acquisition in Immigrants ,Linguistics,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G0.12.1,SAI,National Identity and Language Education Policy,Linguistics,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G1.02.1,H,Division of Labor,Linguistics,Argumentative Essay,First Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
LIN.G1.03.1,H,A Discussion of the VP-External and VP-Internal Subjects Hypotheses,Linguistics,Argumentative Essay,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
